CustomerID,PurchaseCount,TotalSpent,AvgUnitPrice,UniqueItems,LastPurchaseDate
12541.0,3,981.18,3.615769230769231,46,2011-11-10 10:40:00
12544.0,1,372.7,4.106315789473685,19,2011-11-03 16:15:00
12545.0,2,1000.39,4.0238,42,2011-09-25 13:39:00
12546.0,2,1161.5,3.199275362318841,59,2011-10-24 12:09:00
12547.0,2,207.79999999999998,7.95,7,2011-05-26 12:38:00
12548.0,1,95.19999999999999,6.720000000000001,5,2011-06-26 15:35:00
12550.0,1,964.83,3.0903508771929826,57,2011-09-21 14:35:00
12551.0,1,168.0,1.6800000000000002,10,2010-12-17 11:23:00
12552.0,2,437.82,9.1155,20,2011-11-01 10:02:00
12553.0,10,3692.28,3.1996335078534033,95,2011-12-01 16:38:00
12556.0,2,603.71,2.6623140495867768,100,2011-10-20 13:06:00
12557.0,5,11990.960000000001,2.1766666666666667,15,2011-11-23 16:59:00
12558.0,1,269.96,1.25,11,2011-12-02 10:41:00
12559.0,2,561.71,3.5490476190476192,21,2011-02-02 09:49:00
12560.0,3,2134.01,2.8562857142857143,91,2011-12-04 13:54:00
12561.0,1,238.85,2.964375,16,2011-02-10 11:39:00
12562.0,7,3781.7400000000002,3.188214285714286,99,2011-12-01 17:20:00
12564.0,1,456.9,5.576190476190476,21,2011-03-23 14:55:00
12565.0,1,145.92,2.351111111111111,9,2011-02-24 10:34:00
12566.0,1,351.65,3.903684210526316,19,2011-09-14 14:30:00
12567.0,10,9401.28,3.40847533632287,323,2011-11-17 11:02:00
12569.0,32,4124.69,5.434574468085106,92,2011-12-07 16:24:00
12571.0,2,519.61,1.3205882352941176,31,2011-10-31 10:19:00
12572.0,2,1020.42,4.227833333333334,53,2011-12-01 09:20:00
12573.0,1,160.54000000000002,2.0964285714285715,26,2011-04-26 15:52:00
12574.0,1,218.45,5.2,11,2011-01-28 09:20:00
12576.0,5,1315.83,2.4045454545454543,72,2011-11-04 10:11:00
12577.0,3,657.8,1.7950340136054421,137,2011-11-04 13:24:00
12578.0,2,2794.51,3.157017543859649,111,2011-11-18 13:30:00
12579.0,1,440.42,3.3386206896551722,29,2011-09-22 17:15:00
12580.0,1,415.7,2.6075,24,2011-04-07 10:24:00
12581.0,1,197.71,2.8926666666666665,15,2011-10-31 08:56:00
12582.0,2,511.36,5.2318181818181815,21,2011-04-15 08:45:00
12583.0,15,7281.38,3.103603238866397,115,2011-12-07 08:07:00
12584.0,9,2338.15,7.484375,44,2011-12-06 09:35:00
12585.0,2,2040.1,3.4639080459770115,77,2011-04-19 13:39:00
12586.0,1,196.94000000000003,4.190909090909091,11,2011-11-22 16:24:00
12587.0,1,144.0,11.56,4,2011-12-02 12:47:00
12588.0,1,214.89999999999998,9.58,10,2011-10-31 15:01:00
12589.0,2,646.68,4.502857142857143,29,2011-11-11 10:19:00
12590.0,2,9864.26,10.54735294117647,68,2011-05-12 14:52:00
12591.0,1,452.84999999999997,3.7807692307692307,26,2011-01-26 14:35:00
12592.0,2,437.6,3.311111111111111,11,2011-09-08 15:04:00
12593.0,3,418.09999999999997,2.6523809523809527,14,2011-08-23 12:43:00
12594.0,10,3338.2200000000003,3.023135593220339,50,2011-11-02 12:20:00
12596.0,2,618.27,4.405555555555556,25,2011-10-19 13:02:00
12597.0,4,3811.22,3.9420873786407764,184,2011-11-20 13:33:00
12598.0,8,3023.08,2.8425757575757578,84,2011-11-30 12:18:00
12599.0,7,1032.58,2.9962903225806454,32,2011-11-10 13:34:00
12600.0,10,2599.04,5.47375,32,2011-11-11 10:29:00
12601.0,5,577.0600000000001,6.511071428571428,21,2011-06-03 10:17:00
12602.0,1,153.12,1.9708333333333332,12,2011-10-12 11:22:00
12603.0,1,739.1999999999999,14.475,2,2011-11-18 10:42:00
12604.0,2,254.18,2.59125,15,2011-09-21 14:08:00
12607.0,1,1579.51,2.1577227722772276,101,2011-10-10 16:06:00
12609.0,3,1126.85,3.5178333333333334,57,2011-09-22 16:34:00
12610.0,5,2099.54,5.024716981132076,85,2011-11-17 09:34:00
12611.0,1,1193.32,2.675076923076923,65,2011-10-18 13:12:00
12612.0,1,704.0400000000001,4.4389473684210525,19,2011-09-26 15:35:00
12613.0,5,3344.38,2.8726143790849674,124,2011-10-13 14:59:00
12614.0,1,315.6,5.61,20,2011-03-07 10:22:00
12615.0,4,2291.19,3.0896190476190477,82,2011-12-07 15:02:00
12616.0,2,713.3,3.8203125,25,2011-09-05 15:17:00
12617.0,1,355.53,1.903095238095238,39,2011-11-10 14:39:00
12618.0,1,177.31,6.6381818181818195,11,2011-11-18 11:10:00
12619.0,9,3641.24,7.056555555555556,50,2011-11-23 14:52:00
12620.0,3,1339.41,2.1478260869565218,89,2011-11-25 10:20:00
12621.0,20,13689.67,2.8922912205567455,261,2011-12-08 11:25:00
12622.0,1,180.1,5.739090909090909,11,2011-04-21 16:39:00
12623.0,1,305.1,2.628888888888889,18,2011-03-08 13:50:00
12624.0,2,641.13,3.8721052631578945,36,2011-08-25 15:04:00
12625.0,2,2683.82,2.1713953488372093,73,2011-05-12 09:54:00
12626.0,9,6620.48,2.8210544217687072,232,2011-11-16 16:06:00
12627.0,7,4478.53,2.937913043478261,162,2011-11-29 12:07:00
12628.0,3,786.46,3.591219512195122,34,2011-12-05 13:15:00
12630.0,2,1270.88,4.48640625,60,2011-11-30 10:48:00
12631.0,1,640.5,4.537096774193548,31,2011-10-13 13:53:00
12633.0,4,2163.98,3.211386138613862,73,2011-10-12 11:40:00
12635.0,2,1689.18,2.522079207920792,96,2011-09-11 11:04:00
12637.0,8,6021.9,2.6583076923076923,205,2011-10-03 13:46:00
12638.0,1,671.69,2.56,39,2011-11-06 13:11:00
12639.0,1,486.1,4.918181818181818,22,2011-04-15 12:48:00
12640.0,3,1174.58,5.716981132075472,47,2011-11-16 11:52:00
12641.0,1,185.9,6.964999999999999,10,2011-08-16 13:26:00
12642.0,3,1013.26,3.5906382978723403,39,2011-11-14 15:03:00
12643.0,6,3344.64,5.187916666666666,11,2011-08-03 12:56:00
12644.0,1,477.91,2.8045161290322578,31,2011-08-02 10:33:00
12645.0,4,1775.18,2.611095890410959,58,2011-11-06 12:38:00
12646.0,2,1346.97,2.387111111111111,43,2011-12-05 10:14:00
12647.0,12,3722.82,5.498842975206611,78,2011-11-17 12:56:00
12648.0,1,318.05,3.1723809523809527,21,2011-07-08 11:55:00
12649.0,3,623.51,2.6970967741935485,28,2011-08-24 14:41:00
12650.0,1,314.44,1.9344999999999999,20,2011-12-06 16:34:00
12651.0,1,114.0,2.244444444444445,9,2011-01-09 12:46:00
12652.0,1,919.98,2.8972916666666664,48,2011-01-12 15:00:00
12653.0,2,2209.85,2.5909302325581396,37,2011-07-14 10:41:00
12654.0,5,601.98,4.420526315789473,31,2011-11-29 10:10:00
12656.0,5,4051.17,4.4494444444444445,89,2011-11-22 13:42:00
12657.0,4,1643.18,5.044893617021277,35,2011-11-28 15:47:00
12658.0,1,686.05,4.114444444444445,36,2011-11-21 10:22:00
12659.0,1,91.68,5.308,5,2011-11-10 11:53:00
12660.0,1,245.1,3.8653846153846154,13,2011-11-28 13:26:00
12662.0,11,3849.78,3.2064782608695652,129,2011-12-09 11:59:00
12664.0,9,4881.88,11.084864864864864,10,2011-12-01 17:07:00
12665.0,1,63.0,6.833333333333333,3,2011-01-19 08:34:00
12667.0,1,620.13,3.624242424242424,33,2011-10-12 17:00:00
12668.0,4,3807.15,3.458509316770187,115,2011-11-28 10:56:00
12669.0,3,2744.0299999999997,13.741386138613862,98,2011-07-12 09:54:00
12670.0,5,2996.05,3.235869565217391,58,2011-11-29 15:23:00
12672.0,1,225.89999999999998,3.79,10,2011-01-14 09:20:00
12673.0,2,610.52,2.9283333333333337,42,2011-12-04 13:55:00
12674.0,4,1970.6,3.230602409638554,52,2011-11-01 12:12:00
12676.0,6,1331.39,7.0282222222222215,33,2011-11-15 12:25:00
12678.0,12,17628.46,6.554666666666667,105,2011-10-28 13:04:00
12679.0,4,1113.02,4.004166666666666,43,2011-10-12 12:30:00
12680.0,4,862.81,3.637884615384615,33,2011-12-09 12:50:00
12681.0,22,13787.54,3.1529153605015674,267,2011-11-25 11:33:00
12682.0,31,12288.22,3.7501523809523807,209,2011-12-06 10:00:00
12683.0,15,8476.57,2.719156976744186,177,2011-12-05 16:31:00
12684.0,7,2283.63,2.5359999999999996,61,2011-12-02 09:53:00
12685.0,6,2863.08,3.0710191082802547,117,2011-11-11 13:46:00
12686.0,1,89.14,3.2585714285714285,7,2010-12-03 09:51:00
12688.0,1,4873.8099999999995,4.124736842105263,171,2011-08-18 08:49:00
12689.0,2,1247.61,2.8519444444444444,57,2011-11-14 08:31:00
12690.0,1,389.01,5.5268749999999995,16,2011-05-18 09:09:00
12691.0,6,1035.8,5.0359375,21,2011-11-11 16:49:00
12693.0,4,855.91,5.44025641025641,35,2011-08-04 17:51:00
12694.0,2,869.67,3.901621621621622,32,2011-09-30 13:06:00
12695.0,4,582.1,4.785555555555556,23,2011-12-02 13:22:00
12697.0,3,957.59,5.027560975609756,37,2011-11-11 08:47:00
12700.0,4,4939.99,2.6198880597014926,193,2011-12-02 10:47:00
12701.0,2,797.71,3.0907547169811322,50,2011-09-21 10:47:00
12702.0,1,219.0,5.441666666666666,12,2011-11-20 10:36:00
12703.0,1,283.55,2.638095238095238,21,2011-09-29 17:52:00
12704.0,8,2340.84,6.428409090909091,64,2011-12-02 13:15:00
12705.0,9,6868.29,2.8610179640718565,228,2011-11-24 13:17:00
12707.0,1,603.42,3.236666666666667,33,2011-02-21 08:38:00
12708.0,10,2712.91,4.316433121019108,86,2011-11-10 09:52:00
12709.0,15,9736.52,3.3240865384615383,93,2011-11-24 15:38:00
12710.0,3,1149.02,2.718441558441558,75,2011-09-04 12:00:00
12712.0,13,4396.13,6.379924812030075,58,2011-11-11 08:19:00
12713.0,1,848.55,2.503421052631579,38,2011-12-09 12:16:00
12714.0,5,4708.86,2.391891891891892,216,2011-11-30 15:43:00
12715.0,1,353.86,3.401904761904762,20,2011-08-25 15:22:00
12716.0,2,1053.49,2.665797101449275,60,2011-12-06 08:55:00
12717.0,2,1030.98,4.670000000000001,49,2011-07-11 14:47:00
12718.0,1,238.25,2.7221052631578946,19,2011-09-29 16:38:00
12719.0,2,644.95,3.644871794871795,34,2011-12-04 13:45:00
12720.0,25,5781.73,2.701581920903955,211,2011-12-07 08:03:00
12721.0,6,2656.13,3.069751552795031,133,2011-11-08 12:13:00
12722.0,4,997.63,3.6201886792452833,50,2011-09-15 14:50:00
12723.0,5,725.07,3.2023188405797103,53,2011-12-06 10:19:00
12724.0,4,1031.41,3.721132075471698,47,2011-12-04 16:02:00
12725.0,1,427.8,4.104166666666667,24,2010-12-03 15:45:00
12726.0,7,2609.1,2.106693548387097,57,2011-11-11 13:35:00
12727.0,7,3980.7,3.2171223021582733,109,2011-11-29 11:46:00
12728.0,4,836.33,4.669347826086956,38,2011-09-29 15:31:00
12729.0,1,453.01,3.701538461538462,26,2011-08-18 11:40:00
12731.0,12,18895.91,3.346167883211679,109,2011-11-16 11:59:00
12732.0,1,236.26000000000002,3.5225000000000004,12,2011-06-13 11:33:00
12733.0,1,383.95,3.372727272727273,22,2011-04-19 16:19:00
12734.0,1,110.39999999999999,1.185,4,2010-12-22 12:47:00
12735.0,2,779.5699999999999,5.416279069767441,38,2011-01-28 13:37:00
12736.0,1,234.0,5.58,4,2011-01-11 07:57:00
12738.0,1,155.35,3.95,11,2010-12-02 18:27:00
12739.0,2,1013.04,4.008421052631578,38,2011-09-22 13:00:00
12740.0,1,427.6,2.074074074074074,27,2011-10-07 10:44:00
12743.0,2,546.43,3.038582089552239,114,2011-07-28 16:21:00
12744.0,7,21279.29,58.33328828828829,178,2011-10-19 11:18:00
12747.0,11,4196.01,4.3678640776699025,42,2011-12-07 14:34:00
12748.0,209,33719.73,2.656278563656148,1768,2011-12-09 12:20:00
12749.0,5,4090.88,4.999949748743719,160,2011-12-06 09:56:00
12750.0,1,275.88,4.62,15,2011-08-03 09:13:00
12752.0,1,4366.78,2.2941509433962266,53,2011-09-19 13:32:00
12753.0,6,21429.39,2.3373604060913706,132,2011-11-17 10:52:00
12754.0,3,3010.74,1.125079365079365,49,2011-04-18 09:00:00
12755.0,2,3811.95,5.0249999999999995,4,2011-03-04 12:42:00
12756.0,1,112.07999999999998,0.7424999999999999,4,2011-09-14 09:31:00
12757.0,13,7857.1,11.912641509433962,237,2011-11-24 12:30:00
12758.0,2,2791.59,1.700618556701031,84,2011-08-15 10:22:00
12759.0,3,1531.44,3.2154736842105267,81,2011-10-18 14:49:00
12762.0,2,1898.52,2.736086956521739,62,2011-12-02 10:23:00
12763.0,2,494.08,1.7716666666666667,16,2011-07-24 14:12:00
12764.0,1,1693.88,5.387555555555555,45,2011-01-27 10:19:00
12766.0,7,6989.63,3.070806451612903,205,2011-12-06 08:46:00
12769.0,1,1143.6,4.45625,32,2011-04-15 10:25:00
12770.0,1,1351.45,2.625,12,2011-05-13 09:33:00
12772.0,1,892.47,3.7007272727272724,55,2011-10-11 09:19:00
12775.0,5,1386.04,3.880606060606061,47,2011-11-22 16:33:00
12778.0,6,822.23,3.5094,40,2011-11-20 11:30:00
12779.0,8,3981.36,3.6543624161073827,88,2011-11-02 11:43:00
12781.0,2,826.74,3.1308,25,2011-10-07 10:37:00
12782.0,5,2330.92,3.805436893203883,81,2011-12-05 09:16:00
12783.0,6,2225.91,12.22857142857143,76,2011-12-07 15:56:00
12784.0,2,574.42,2.8015254237288136,54,2011-11-30 15:38:00
12785.0,1,311.95,4.828571428571428,14,2010-12-10 13:48:00
12787.0,3,463.66,3.998,17,2011-11-30 08:44:00
12789.0,1,91.85,22.9625,4,2011-10-05 13:34:00
12790.0,1,324.92,3.948571428571429,21,2011-05-31 14:14:00
12791.0,1,192.60000000000002,8.425,2,2010-12-01 11:27:00
12792.0,1,400.53999999999996,3.5096,25,2011-03-28 11:36:00
12793.0,2,545.48,3.91,21,2011-01-09 12:12:00
12794.0,2,860.41,2.077111111111111,43,2011-10-17 14:54:00
12795.0,1,430.48,7.695,14,2011-11-21 10:27:00
12797.0,1,254.03,5.143846153846154,13,2010-12-09 10:55:00
12798.0,3,6977.04,1.0474999999999999,6,2011-11-29 15:52:00
12802.0,1,427.58,2.52,25,2011-06-06 09:36:00
12808.0,3,483.65000000000003,4.0460714285714285,27,2011-11-03 10:05:00
12809.0,1,489.31,4.4092,25,2011-06-15 10:51:00
12811.0,3,514.85,4.12258064516129,27,2011-03-24 09:42:00
12812.0,1,229.64000000000001,2.0686666666666667,15,2011-10-26 09:54:00
12814.0,1,125.92,20.895,2,2011-08-30 12:11:00
12815.0,2,1063.46,5.401489361702128,38,2011-07-15 10:21:00
12816.0,2,572.2,8.832758620689654,27,2011-09-05 12:41:00
12817.0,1,166.04,12.0725,4,2011-03-03 16:28:00
12818.0,1,1542.08,6.755,14,2011-03-23 12:06:00
12820.0,4,942.34,1.9047457627118642,55,2011-12-06 15:12:00
12821.0,1,92.72,2.4983333333333335,6,2011-05-09 15:51:00
12822.0,2,948.88,2.692608695652174,41,2011-09-30 10:04:00
12823.0,5,1759.5,7.65,1,2011-09-26 07:35:00
12824.0,1,397.12,2.5356,25,2011-10-11 12:49:00
12826.0,7,1474.72,1.9276923076923078,58,2011-12-07 10:25:00
12827.0,3,430.15000000000003,2.8680000000000003,19,2011-12-04 12:17:00
12828.0,6,1018.71,3.09,46,2011-12-07 08:45:00
12829.0,2,293.0,10.368181818181817,9,2011-01-07 11:13:00
12830.0,6,6814.64,1.0863157894736843,13,2011-11-02 11:54:00
12831.0,1,215.05,3.066666666666667,9,2011-03-22 13:02:00
12832.0,2,383.03,2.928888888888889,27,2011-11-07 13:30:00
12833.0,1,417.38,5.44125,24,2011-07-17 13:46:00
12834.0,1,312.38,4.893888888888889,18,2011-03-02 09:49:00
12836.0,4,2612.86,4.287828571428571,148,2011-10-11 15:10:00
12837.0,1,134.1,6.745833333333334,12,2011-06-19 16:07:00
12838.0,2,683.13,2.3197560975609757,115,2011-11-06 12:20:00
12839.0,14,5591.42,1.9202229299363058,95,2011-12-07 12:33:00
12840.0,4,2726.77,2.035486725663717,67,2011-07-19 09:29:00
12841.0,25,4022.35,2.395166666666667,229,2011-12-05 11:13:00
12842.0,2,1118.99,4.3302941176470595,34,2011-09-30 15:33:00
12843.0,8,1702.26,3.513203883495146,69,2011-10-05 12:09:00
12844.0,2,325.96000000000004,2.631153846153846,47,2011-11-10 13:31:00
12845.0,4,354.09,2.7903703703703706,26,2011-03-17 13:34:00
12847.0,1,871.54,1.3392307692307692,72,2011-11-17 13:16:00
12849.0,2,1050.8899999999999,2.8945098039215686,47,2011-11-08 13:41:00
12851.0,1,135.18,1.9465999999999999,43,2011-09-04 12:41:00
12852.0,1,311.55,3.65,17,2011-02-18 08:47:00
