CustomerID,PurchaseCount,TotalSpent,AvgUnitPrice,UniqueItems,Cluster
12450.0,2,197.88,1.6175,7,0
12451.0,5,9035.52,2.450084745762712,265,1
12452.0,2,430.57,4.485,21,0
12453.0,1,707.09,2.393255813953488,43,0
12454.0,1,3528.34,7.282,15,0
12455.0,6,2466.86,3.173333333333334,85,0
12456.0,3,3181.04,3.62456,105,0
12457.0,7,2363.23,5.357096774193548,53,0
12458.0,2,947.4,4.326315789473685,35,0
12461.0,2,826.88,4.258857142857143,35,0
12462.0,2,1189.59,4.689516129032258,51,0
12463.0,4,1344.78,3.0434939759036146,65,0
12464.0,8,1212.05,11.832758620689654,6,0
12465.0,2,742.1899999999999,2.76,46,0
12468.0,2,729.5400000000001,3.515,36,0
12471.0,30,19824.05,4.300369565217392,150,1
12472.0,7,6572.11,2.397669616519174,219,1
12473.0,5,3938.55,8.323928571428572,140,1
12474.0,18,7375.79,2.8656603773584903,253,1
12475.0,1,723.38,2.941111111111111,36,0
12476.0,11,6816.42,4.831030042918456,177,1
12477.0,6,13219.74,4.3832,191,1
12478.0,1,680.99,4.537777777777778,36,0
12479.0,1,527.2,2.6687096774193546,31,0
12480.0,4,3281.63,3.1344155844155845,129,0
12481.0,10,5596.32,3.4149769585253456,150,1
12483.0,8,2484.98,5.198133333333334,46,0
12484.0,6,4541.72,3.126098265895954,256,1
12488.0,3,1298.66,3.7347272727272727,46,0
12489.0,1,334.93,5.908,15,0
12490.0,10,5417.93,2.692857142857143,131,1
12491.0,1,460.4,3.376923076923077,25,0
12492.0,2,263.21000000000004,3.3475,19,0
12493.0,2,433.74,4.309090909090909,20,0
12494.0,7,1246.1,3.862207792207792,63,0
12497.0,1,1043.1,2.06,14,0
12498.0,3,403.7000000000001,4.197826086956522,21,0
12500.0,11,4257.82,5.63688524590164,34,0
12501.0,1,2169.39,2.4126845637583894,149,0
12502.0,5,3723.87,6.425238095238095,102,0
12504.0,2,482.05,9.011111111111113,6,0
12506.0,1,73.5,3.1956521739130435,23,0
12507.0,3,1304.81,4.862857142857143,19,0
12508.0,2,398.27,1.720434782608696,57,0
12509.0,1,176.5,5.564285714285715,7,0
12510.0,2,982.57,4.263333333333334,29,0
12512.0,2,138.03,2.5794117647058825,31,0
12513.0,1,612.29,2.180571428571428,35,0
12514.0,1,1017.68,3.296862745098039,51,0
12515.0,1,383.7,6.78125,16,0
12516.0,2,1312.06,2.725769230769231,20,0
12517.0,5,2502.84,2.3527464788732395,232,1
12518.0,5,2056.89,2.837177419354839,84,0
12519.0,1,340.84,2.9911111111111115,17,0
12520.0,5,2634.26,3.288421052631579,121,0
12521.0,1,599.68,2.995789473684211,38,0
12522.0,2,192.72,5.0008333333333335,11,0
12523.0,11,1789.77,4.935471698113207,84,0
12524.0,8,4485.72,2.9170833333333333,113,1
12526.0,3,1316.66,3.3538028169014087,64,0
12527.0,3,348.71000000000004,2.9294444444444445,18,0
12528.0,6,1933.48,5.487934782608695,50,0
12530.0,4,1662.28,3.885454545454545,51,0
12531.0,1,125.22,3.8094117647058825,17,0
12532.0,1,349.83000000000004,3.698125,16,0
12534.0,1,1089.18,3.035396825396825,63,0
12535.0,2,716.35,4.451470588235294,28,0
12536.0,3,12601.830000000002,34.75452107279693,260,1
12538.0,1,363.95,3.6433333333333335,21,0
12539.0,4,5568.35,4.176520146520147,157,1
12540.0,17,13400.24,3.847050209205021,277,1
12541.0,3,981.18,3.615769230769231,46,0
12544.0,1,372.7,4.106315789473685,19,0
12545.0,2,1000.39,4.0238,42,0
12546.0,2,1161.5,3.199275362318841,59,0
12547.0,2,207.8,7.95,7,0
12548.0,1,95.2,6.720000000000001,5,0
12550.0,1,964.83,3.090350877192982,57,0
12551.0,1,168.0,1.6800000000000002,10,0
12552.0,2,437.82,9.1155,20,0
12553.0,10,3692.28,3.1996335078534037,95,1
12556.0,2,603.71,2.6623140495867768,100,0
12557.0,5,11990.96,2.1766666666666667,15,0
12558.0,1,269.96,1.25,11,0
12559.0,2,561.71,3.5490476190476192,21,0
12560.0,3,2134.01,2.8562857142857143,91,0
12561.0,1,238.85,2.964375,16,0
12562.0,7,3781.74,3.188214285714286,99,0
12564.0,1,456.9,5.576190476190476,21,0
12565.0,1,145.92,2.351111111111111,9,0
12566.0,1,351.65,3.903684210526316,19,0
12567.0,10,9401.28,3.40847533632287,323,1
12569.0,32,4124.69,5.434574468085106,92,1
12571.0,2,519.61,1.3205882352941176,31,0
12572.0,2,1020.42,4.227833333333334,53,0
12573.0,1,160.54000000000002,2.0964285714285715,26,0
12574.0,1,218.45,5.2,11,0
12576.0,5,1315.83,2.4045454545454543,72,0
12577.0,3,657.8,1.795034013605442,137,0
12578.0,2,2794.51,3.157017543859649,111,0
12579.0,1,440.42,3.338620689655172,29,0
12580.0,1,415.7,2.6075,24,0
12581.0,1,197.71,2.8926666666666665,15,0
12582.0,2,511.36,5.2318181818181815,21,0
12583.0,15,7281.38,3.103603238866397,115,1
12584.0,9,2338.15,7.484375,44,0
12585.0,2,2040.1,3.4639080459770115,77,0
12586.0,1,196.94000000000003,4.190909090909091,11,0
12587.0,1,144.0,11.56,4,0
12588.0,1,214.9,9.58,10,0
12589.0,2,646.68,4.502857142857143,29,0
12590.0,2,9864.26,10.54735294117647,68,0
12591.0,1,452.85,3.780769230769231,26,0
12592.0,2,437.6,3.311111111111111,11,0
12593.0,3,418.1,2.6523809523809527,14,0
12594.0,10,3338.2200000000003,3.023135593220339,50,0
12596.0,2,618.27,4.405555555555556,25,0
12597.0,4,3811.22,3.942087378640776,184,1
12598.0,8,3023.08,2.8425757575757578,84,0
12599.0,7,1032.58,2.996290322580645,32,0
12600.0,10,2599.04,5.47375,32,0
12601.0,5,577.0600000000001,6.511071428571428,21,0
12602.0,1,153.12,1.9708333333333328,12,0
12603.0,1,739.1999999999999,14.475,2,0
12604.0,2,254.18,2.59125,15,0
12607.0,1,1579.51,2.157722772277228,101,0
12609.0,3,1126.85,3.5178333333333334,57,0
12610.0,5,2099.54,5.024716981132076,85,0
12611.0,1,1193.32,2.675076923076923,65,0
12612.0,1,704.0400000000001,4.4389473684210525,19,0
12613.0,5,3344.38,2.8726143790849674,124,0
12614.0,1,315.6,5.61,20,0
12615.0,4,2291.19,3.089619047619048,82,0
12616.0,2,713.3,3.8203125,25,0
12617.0,1,355.53,1.903095238095238,39,0
12618.0,1,177.31,6.63818181818182,11,0
12619.0,9,3641.24,7.056555555555556,50,0
12620.0,3,1339.41,2.1478260869565218,89,0
12621.0,20,13689.67,2.892291220556745,261,1
12622.0,1,180.1,5.739090909090909,11,0
12623.0,1,305.1,2.628888888888889,18,0
12624.0,2,641.13,3.8721052631578954,36,0
12625.0,2,2683.82,2.1713953488372093,73,0
12626.0,9,6620.48,2.8210544217687072,232,1
12627.0,7,4478.53,2.937913043478261,162,1
12628.0,3,786.46,3.591219512195122,34,0
12630.0,2,1270.88,4.48640625,60,0
12631.0,1,640.5,4.537096774193548,31,0
12633.0,4,2163.98,3.211386138613862,73,0
12635.0,2,1689.18,2.522079207920792,96,0
12637.0,8,6021.9,2.6583076923076923,205,1
12638.0,1,671.69,2.56,39,0
12639.0,1,486.1,4.918181818181818,22,0
12640.0,3,1174.58,5.716981132075472,47,0
12641.0,1,185.9,6.964999999999999,10,0
12642.0,3,1013.26,3.5906382978723403,39,0
12643.0,6,3344.64,5.187916666666666,11,0
12644.0,1,477.91,2.8045161290322578,31,0
12645.0,4,1775.18,2.611095890410959,58,0
12646.0,2,1346.97,2.387111111111111,43,0
12647.0,12,3722.82,5.498842975206611,78,1
12648.0,1,318.05,3.1723809523809527,21,0
12649.0,3,623.51,2.6970967741935485,28,0
12650.0,1,314.44,1.9345,20,0
12651.0,1,114.0,2.244444444444445,9,0
12652.0,1,919.98,2.8972916666666664,48,0
12653.0,2,2209.85,2.59093023255814,37,0
12654.0,5,601.98,4.420526315789473,31,0
12656.0,5,4051.17,4.4494444444444445,89,0
12657.0,4,1643.18,5.044893617021277,35,0
12658.0,1,686.05,4.114444444444445,36,0
12659.0,1,91.68,5.308,5,0
12660.0,1,245.1,3.865384615384616,13,0
12662.0,11,3849.78,3.206478260869565,129,1
12664.0,9,4881.88,11.084864864864864,10,0
12665.0,1,63.0,6.833333333333333,3,0
12667.0,1,620.13,3.624242424242424,33,0
12668.0,4,3807.15,3.458509316770187,115,0
12669.0,3,2744.03,13.741386138613862,98,0
12670.0,5,2996.05,3.235869565217391,58,0
12672.0,1,225.9,3.79,10,0
12673.0,2,610.52,2.9283333333333337,42,0
12674.0,4,1970.6,3.230602409638554,52,0
12676.0,6,1331.39,7.0282222222222215,33,0
12678.0,12,17628.46,6.554666666666667,105,1
12679.0,4,1113.02,4.004166666666666,43,0
12680.0,4,862.81,3.637884615384615,33,0
12681.0,22,13787.54,3.1529153605015674,267,1
12682.0,31,12288.22,3.7501523809523807,209,1
12683.0,15,8476.57,2.719156976744186,177,1
12684.0,7,2283.63,2.536,61,0
12685.0,6,2863.08,3.0710191082802547,117,0
12686.0,1,89.14,3.2585714285714285,7,0
12688.0,1,4873.81,4.124736842105263,171,1
12689.0,2,1247.61,2.8519444444444444,57,0
12690.0,1,389.01,5.526875,16,0
12691.0,6,1035.8,5.0359375,21,0
12693.0,4,855.91,5.44025641025641,35,0
12694.0,2,869.67,3.901621621621622,32,0
12695.0,4,582.1,4.785555555555556,23,0
12697.0,3,957.59,5.027560975609756,37,0
12700.0,4,4939.99,2.6198880597014926,193,1
12701.0,2,797.71,3.090754716981132,50,0
12702.0,1,219.0,5.441666666666666,12,0
12703.0,1,283.55,2.638095238095238,21,0
12704.0,8,2340.84,6.428409090909091,64,0
12705.0,9,6868.29,2.8610179640718565,228,1
12707.0,1,603.42,3.236666666666667,33,0
12708.0,10,2712.91,4.316433121019108,86,0
12709.0,15,9736.52,3.3240865384615383,93,1
12710.0,3,1149.02,2.718441558441558,75,0
12712.0,13,4396.13,6.379924812030075,58,0
12713.0,1,848.55,2.503421052631579,38,0
12714.0,5,4708.86,2.391891891891892,216,1
12715.0,1,353.86,3.401904761904762,20,0
12716.0,2,1053.49,2.665797101449275,60,0
12717.0,2,1030.98,4.670000000000001,49,0
12718.0,1,238.25,2.7221052631578946,19,0
12719.0,2,644.95,3.644871794871795,34,0
12720.0,25,5781.73,2.701581920903955,211,1
12721.0,6,2656.13,3.069751552795031,133,1
12722.0,4,997.63,3.6201886792452833,50,0
12723.0,5,725.07,3.2023188405797103,53,0
12724.0,4,1031.41,3.721132075471698,47,0
12725.0,1,427.8,4.104166666666667,24,0
12726.0,7,2609.1,2.106693548387097,57,0
12727.0,7,3980.7,3.2171223021582733,109,0
12728.0,4,836.33,4.669347826086956,38,0
12729.0,1,453.01,3.701538461538462,26,0
12731.0,12,18895.91,3.346167883211679,109,1
12732.0,1,236.26,3.5225000000000004,12,0
12733.0,1,383.95,3.372727272727273,22,0
12734.0,1,110.4,1.185,4,0
12735.0,2,779.5699999999999,5.416279069767441,38,0
12736.0,1,234.0,5.58,4,0
12738.0,1,155.35,3.95,11,0
12739.0,2,1013.04,4.008421052631578,38,0
12740.0,1,427.6,2.074074074074074,27,0
12743.0,2,546.43,3.038582089552239,114,0
12744.0,7,21279.29,58.33328828828829,178,1
12747.0,11,4196.01,4.367864077669903,42,0
12748.0,209,33719.73,2.656278563656148,1768,2
12749.0,5,4090.88,4.999949748743719,160,1
12750.0,1,275.88,4.62,15,0
12752.0,1,4366.78,2.2941509433962266,53,0
12753.0,6,21429.39,2.33736040609137,132,1
12754.0,3,3010.74,1.125079365079365,49,0
12755.0,2,3811.95,5.025,4,0
12756.0,1,112.07999999999998,0.7424999999999999,4,0
12757.0,13,7857.1,11.912641509433962,237,1
12758.0,2,2791.59,1.700618556701031,84,0
12759.0,3,1531.44,3.2154736842105267,81,0
12762.0,2,1898.52,2.736086956521739,62,0
12763.0,2,494.08,1.7716666666666667,16,0
12764.0,1,1693.88,5.387555555555555,45,0
12766.0,7,6989.63,3.070806451612903,205,1
12769.0,1,1143.6,4.45625,32,0
12770.0,1,1351.45,2.625,12,0
12772.0,1,892.47,3.700727272727272,55,0
12775.0,5,1386.04,3.880606060606061,47,0
12778.0,6,822.23,3.5094,40,0
12779.0,8,3981.36,3.654362416107383,88,0
12781.0,2,826.74,3.1308,25,0
12782.0,5,2330.92,3.805436893203883,81,0
12783.0,6,2225.91,12.22857142857143,76,0
12784.0,2,574.42,2.8015254237288136,54,0
12785.0,1,311.95,4.828571428571428,14,0
12787.0,3,463.66,3.998,17,0
12789.0,1,91.85,22.9625,4,0
12790.0,1,324.92,3.948571428571429,21,0
12791.0,1,192.6,8.425,2,0
12792.0,1,400.54,3.5096,25,0
12793.0,2,545.48,3.91,21,0
12794.0,2,860.41,2.077111111111111,43,0
12795.0,1,430.48,7.695,14,0
12797.0,1,254.03,5.143846153846154,13,0
12798.0,3,6977.04,1.0475,6,0
12802.0,1,427.58,2.52,25,0
12808.0,3,483.65,4.0460714285714285,27,0
12809.0,1,489.31,4.4092,25,0
12811.0,3,514.85,4.12258064516129,27,0
12812.0,1,229.64,2.0686666666666667,15,0
12814.0,1,125.92,20.895,2,0
12815.0,2,1063.46,5.401489361702128,38,0
12816.0,2,572.2,8.832758620689654,27,0
12817.0,1,166.04,12.0725,4,0
12818.0,1,1542.08,6.755,14,0
12820.0,4,942.34,1.904745762711864,55,0
12821.0,1,92.72,2.498333333333333,6,0
12822.0,2,948.88,2.692608695652174,41,0
12823.0,5,1759.5,7.65,1,0
12824.0,1,397.12,2.5356,25,0
12826.0,7,1474.72,1.927692307692308,58,0
12827.0,3,430.15,2.8680000000000003,19,0
12828.0,6,1018.71,3.09,46,0
12829.0,2,293.0,10.368181818181816,9,0
12830.0,6,6814.64,1.0863157894736843,13,0
12831.0,1,215.05,3.066666666666667,9,0
12832.0,2,383.03,2.928888888888889,27,0
12833.0,1,417.38,5.44125,24,0
12834.0,1,312.38,4.893888888888889,18,0
12836.0,4,2612.86,4.287828571428571,148,1
12837.0,1,134.1,6.745833333333334,12,0
12838.0,2,683.13,2.319756097560976,115,0
12839.0,14,5591.42,1.9202229299363056,95,1
12840.0,4,2726.77,2.035486725663717,67,0
12841.0,25,4022.35,2.395166666666667,229,1
12842.0,2,1118.99,4.33029411764706,34,0
12843.0,8,1702.26,3.513203883495146,69,0
12844.0,2,325.96000000000004,2.631153846153846,47,0
12845.0,4,354.09,2.7903703703703706,26,0
12847.0,1,871.54,1.3392307692307692,72,0
12849.0,2,1050.89,2.8945098039215686,47,0
12851.0,1,135.18,1.9466,43,0
12852.0,1,311.55,3.65,17,0
12853.0,6,1957.1,4.250512820512821,66,0
12854.0,3,1324.5,2.774636363636364,95,0
12855.0,1,38.1,1.55,3,0
12856.0,6,2179.93,2.543407643312102,155,1
12857.0,2,1106.4,4.142391304347826,37,0
12863.0,1,521.2,3.374,5,0
12864.0,1,147.12,0.6566666666666666,3,0
12865.0,2,1568.23,3.119157894736842,86,0
12866.0,1,559.12,4.4157692307692304,26,0
12867.0,7,4036.82,1.3313382899628252,240,1
12868.0,6,1607.0600000000002,2.611682242990654,72,0
12871.0,2,380.64,2.110909090909091,8,0
12872.0,2,599.97,2.4956060606060606,58,0
12873.0,1,374.0,4.0375,4,0
12875.0,2,343.2300000000001,0.17,1,0
12876.0,2,2218.02,2.2544705882352942,67,0
12877.0,12,1535.77,1.898896103896104,100,1
12878.0,2,854.99,2.0325531914893618,38,0
12879.0,3,573.22,1.832,7,0
12881.0,1,298.0,32.971428571428575,7,0
12882.0,2,1463.04,6.437692307692307,12,0
12883.0,4,703.47,5.926904761904762,39,0
12884.0,1,309.05,15.984285714285717,7,0
12885.0,3,1175.22,3.593098591549296,66,0
12886.0,2,1378.4,3.7206097560975615,75,0
12888.0,2,354.12,5.896,4,0
12890.0,1,380.47,1.8129268292682927,78,0
12891.0,3,331.0,0.3666666666666667,2,0
12893.0,1,188.14,2.2108823529411765,27,0
12895.0,2,372.8,3.222727272727273,22,0
12897.0,2,216.5,2.7,3,0
12901.0,28,17654.54,1.4663793103448275,30,1
12902.0,1,138.68,5.619,10,0
12904.0,2,509.58,3.085,59,0
12906.0,5,2919.81,2.551904761904762,55,0
12908.0,2,750.0,0.625,1,0
12909.0,5,2178.67,6.763956043956044,78,0
12910.0,8,3075.04,2.0928,48,0
12912.0,5,1662.3,2.7191666666666667,17,0
12913.0,5,2483.63,2.9248000000000003,37,0
12915.0,2,363.65,6.788636363636363,19,0
12916.0,4,3006.15,4.126635514018692,53,0
12917.0,1,594.0,4.95,2,0
12919.0,6,1335.19,2.6044,34,0
12920.0,1,164.23,3.841071428571429,27,0
12921.0,37,16587.09,2.3401944444444447,233,1
12922.0,1,405.38,1.627857142857143,28,0
12923.0,1,176.97,2.936551724137931,28,0
12924.0,4,933.7,3.188333333333333,22,0
12925.0,2,694.05,2.310222222222222,42,0
12928.0,5,2062.7000000000003,1.942619047619048,59,0
12929.0,1,117.85,7.11875,8,0
12930.0,2,415.8,2.9948,20,0
12931.0,15,42055.96,1.701707317073171,28,1
12933.0,3,607.53,2.646981132075472,102,0
12935.0,7,2160.7,2.032325581395349,80,0
12936.0,4,1063.9,2.033225806451613,56,0
12937.0,4,1504.27,2.371666666666667,81,0
12938.0,1,114.14,1.271111111111111,9,0
12939.0,8,11581.8,2.403404255319149,21,0
12940.0,2,913.54,3.8207070707070714,87,0
12942.0,3,683.9,4.137866666666668,68,0
12944.0,2,604.51,3.1886666666666668,29,0
12945.0,1,462.95,4.95,23,0
12947.0,6,1603.99,3.270309278350515,83,0
12948.0,7,2064.95,2.932758620689655,82,0
12949.0,8,4167.22,2.878651162790697,166,1
12950.0,3,1843.0,1.3891304347826086,13,0
12951.0,6,1064.07,3.006031746031746,53,0
12952.0,4,1387.79,4.062658227848101,64,0
12953.0,1,329.85,6.647058823529412,17,0
12955.0,11,4757.16,1.6899444444444445,81,1
12956.0,1,108.07,4.365263157894737,19,0
12957.0,8,4017.54,2.817563025210084,208,1
12962.0,2,266.39,2.985625,15,0
12963.0,8,1856.63,3.294842105263158,75,0
12965.0,1,771.91,3.663853211009175,108,0
12966.0,1,160.18,3.4230000000000005,10,0
12967.0,2,1660.9,6.476315789473684,19,0
12968.0,1,135.95,3.29,5,0
12970.0,4,452.24,2.0307947019867547,116,0
12971.0,86,11189.91,2.310327868852459,94,1
12974.0,1,144.8,7.7,8,0
12976.0,1,738.6,1.5345454545454544,22,0
12977.0,1,39.24,4.23,9,0
12980.0,9,7374.900000000001,15.904500000000002,6,0
12981.0,2,372.22,1.6235,12,0
12982.0,1,390.54,1.8478571428571429,28,0
12984.0,1,97.5,3.85,4,0
12985.0,2,1239.38,1.914342105263158,73,0
12987.0,2,558.7,6.110714285714286,27,0
12988.0,1,535.32,4.110217391304348,75,0
12989.0,15,6924.110000000001,3.1915625,41,1
12990.0,3,409.5,2.05,8,0
12991.0,2,503.76,2.3067741935483874,31,0
12993.0,4,414.76,2.1377777777777776,26,0
12994.0,3,974.42,4.212459016393442,52,0
12995.0,1,211.32,1.9566666666666668,3,0
12997.0,4,1226.89,3.294237288135593,45,0
12999.0,3,455.88,2.549285714285714,25,0
13000.0,3,534.85,3.0125806451612904,30,0
13001.0,13,9818.82,2.419882005899705,166,1
13002.0,1,120.95,2.821428571428572,7,0
13003.0,3,149.05,2.25,4,0
13004.0,18,5655.91,2.0111633663366337,277,1
13005.0,2,513.7,5.117307692307692,21,0
13006.0,1,81.57,5.295,4,0
13008.0,1,229.47,1.7342857142857144,14,0
13011.0,1,50.55,4.216666666666667,3,0
13012.0,8,1661.84,3.2319101123595506,67,0
13013.0,13,4810.9400000000005,3.163470319634703,155,1
13014.0,10,3466.28,5.255229357798165,67,0
13015.0,5,3346.28,5.035568181818181,156,1
13016.0,3,789.89,3.173191489361702,39,0
13017.0,1,204.0,4.25,1,0
13018.0,28,7277.7,2.1802183406113538,313,1
13021.0,9,2616.38,3.812290076335878,101,1
13023.0,2,689.9,4.5525,36,0
13026.0,5,975.36,0.6757500000000001,32,0
13027.0,6,6912.0,0.4,6,0
13028.0,2,661.3199999999999,1.014,40,0
13029.0,3,1247.5,7.388,8,0
13030.0,2,799.48,3.17989898989899,76,0
13032.0,2,1010.18,3.81943661971831,55,0
13033.0,1,190.55,2.640909090909091,11,0
13034.0,2,642.77,2.3721621621621622,37,0
13035.0,2,921.88,1.821851851851852,23,0
13037.0,3,881.07,3.8214583333333336,44,0
13038.0,3,908.46,2.7582142857142857,24,0
13040.0,2,676.99,2.8039534883720934,38,0
13043.0,1,516.42,5.680000000000001,13,0
13044.0,1,560.47,3.258787878787879,33,0
13045.0,1,305.28000000000003,1.5705555555555557,18,0
13046.0,2,629.31,6.142857142857143,33,0
13047.0,10,3237.54,3.9320348837209305,106,1
13048.0,4,1835.91,1.8322058823529408,77,0
13049.0,2,656.6800000000001,3.9335714285714287,14,0
13050.0,17,5836.86,2.9888833746898262,246,1
13052.0,1,348.15000000000003,3.2938888888888886,18,0
13055.0,3,1214.41,2.471052631578948,74,0
13058.0,3,271.40000000000003,5.825,5,0
13059.0,1,183.4,5.21875,8,0
13060.0,1,307.53,3.982666666666667,15,0
13061.0,1,248.61,3.403,10,0
13062.0,1,346.98,6.819090909090908,11,0
13064.0,4,1119.49,3.555217391304348,51,0
13065.0,1,205.86,5.222142857142857,14,0
13066.0,2,470.8,3.1733333333333333,48,0
13067.0,1,115.46,3.86,14,0
13068.0,2,344.0,1.72,1,0
13069.0,24,4436.12,1.705764705882353,281,1
13070.0,1,228.8,2.08,9,0
13072.0,1,177.15,3.3500000000000005,7,0
13075.0,1,919.61,2.0395454545454546,22,0
13077.0,4,729.27,1.7558035714285716,99,0
13078.0,26,12627.94,3.957430167597765,95,1
13079.0,5,220.1,4.166666666666667,2,0
13080.0,1,58.08,0.5783333333333333,6,0
13081.0,11,28337.38,2.3001953125,503,1
13082.0,9,3613.63,2.968767123287672,63,0
13083.0,2,303.75,3.4066666666666667,15,0
13085.0,2,416.08,4.003636363636364,17,0
13089.0,97,58825.83,2.737816281628163,636,2
13090.0,14,8910.82,4.534516129032259,98,1
13091.0,1,345.82,0.9933333333333332,21,0
13092.0,5,477.83,5.018,19,0
13093.0,8,7832.47,3.273647798742138,97,1
13094.0,12,1927.32,1.2525000000000002,4,0
13095.0,1,74.39999999999999,0.6933333333333334,6,0
13097.0,10,6010.42,4.244113475177305,214,1
13098.0,28,28882.44,2.7601223776223778,156,1
13099.0,1,207.36,0.72,1,0
13101.0,1,101.19,2.9675,8,0
13102.0,24,6424.09,2.5820394736842105,140,1
13103.0,1,243.94,3.9675,8,0
13104.0,6,1098.48,2.1715,14,0
13106.0,1,76.5,4.25,1,0
13107.0,4,1531.62,1.7613793103448274,54,0
13108.0,1,350.06,1.752,10,0
13109.0,2,786.54,2.6465957446808512,41,0
13110.0,7,1488.67,4.7364137931034485,109,0
13113.0,24,12245.96,3.45205,95,1
13115.0,4,2294.78,2.5445,88,0
13116.0,1,501.14,4.5216666666666665,30,0
13117.0,8,984.91,2.4343421052631578,66,0
13118.0,5,1197.81,3.588354430379747,68,0
13120.0,1,30.6,2.55,1,0
13121.0,1,283.73,1.6888,50,0
13122.0,2,922.39,2.6365454545454545,54,0
13124.0,3,3866.33,3.323489361702128,185,1
13126.0,8,2099.64,2.100142857142857,124,1
13127.0,1,259.17,2.885333333333333,15,0
13130.0,1,64.0,2.25,2,0
13131.0,3,1073.3,3.1161363636363637,30,0
13132.0,1,77.3,4.933333333333334,3,0
13133.0,2,109.8,5.342857142857143,7,0
13134.0,4,1793.58,3.113163265306122,94,0
13135.0,1,3096.0,0.72,1,0
13136.0,5,2607.61,2.843937007874016,94,0
13137.0,8,3650.41,1.915241477272727,345,1
